stable_identity,defining_plugin,local_formid,runtime_formid,winning_plugin,editor_id,display_name,race,creature_type,sex,model,voice_type,template,placed_references,leveled_references,dialogue_references,total_references,deleted,initially_disabled,classification,classification_reason,profile_id
OldWorldBlues.esm|00014453,OldWorldBlues.esm,00014453,03014453,TaleOfTwoWastelands.esm,NVDLC03CrSporePlantBoss,Dionaea Muscipula,,,unknown,creatures\NVSporePlant\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrSporePlant01Respawn [CREA:03014188],0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,dionaea_muscipula
OldWorldBlues.esm|00014452,OldWorldBlues.esm,00014452,03014452,TaleOfTwoWastelands.esm,NVDLC03CrTurretBoss,Overclocked Turret,,,unknown,Creatures\SentryTurret\skeleton.nif,RobotEyebot [VTYP:00040D41],NVDLC03CrTurretAvg [CREA:0300A117],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001434B,OldWorldBlues.esm,0001434B,0301434B,OldWorldBlues.esm,NVDLC03X8CrTurretTunnel,Hall Monitor,,,unknown,marker_creature.nif,RobotEyebot [VTYP:00040D41],NVDLC03CrTurretLvl [CREA:0300A943],0,0,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014308,OldWorldBlues.esm,00014308,03014308,TaleOfTwoWastelands.esm,NVDLC03CrGiantRatRADS,Sewer Rat,,,unknown,creatures\NVgiantrat\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,3,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,giant_rat
OldWorldBlues.esm|00014295,OldWorldBlues.esm,00014295,03014295,TaleOfTwoWastelands.esm,NVDLC03CrProtectronLvlRespawn,,,,unknown,,,NVDLC03EncProtectronRespawn [LVLC:0301429B],0,0,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014294,OldWorldBlues.esm,00014294,03014294,TaleOfTwoWastelands.esm,NVDLC03CrProtectron50Respawn,Protectron Mk6,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],NVDLC03CrProtectron01Respawn [CREA:0301428F],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014293,OldWorldBlues.esm,00014293,03014293,TaleOfTwoWastelands.esm,NVDLC03CrProtectron40Respawn,Protectron Mk5,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],NVDLC03CrProtectron01Respawn [CREA:0301428F],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014292,OldWorldBlues.esm,00014292,03014292,TaleOfTwoWastelands.esm,NVDLC03CrProtectron30Respawn,Protectron Mk4,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],NVDLC03CrProtectron01Respawn [CREA:0301428F],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014291,OldWorldBlues.esm,00014291,03014291,TaleOfTwoWastelands.esm,NVDLC03CrProtectron20Respawn,Protectron Mk3,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],NVDLC03CrProtectron01Respawn [CREA:0301428F],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014290,OldWorldBlues.esm,00014290,03014290,TaleOfTwoWastelands.esm,NVDLC03CrProtectron10Respawn,Protectron Mk2,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],NVDLC03CrProtectron01Respawn [CREA:0301428F],0,2,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001428F,OldWorldBlues.esm,0001428F,0301428F,TaleOfTwoWastelands.esm,NVDLC03CrProtectron01Respawn,Protectron Mk1,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],,0,2,0,11,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001428E,OldWorldBlues.esm,0001428E,0301428E,OldWorldBlues.esm,NVDLC03CrMisterGutsyLvlRespawn,,,,unknown,,,NVDLC03EncMisterGutsyRespawn [LVLC:0301429C],0,0,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001428D,OldWorldBlues.esm,0001428D,0301428D,OldWorldBlues.esm,NVDLC03CrCazadorLvlRespawn,,,,unknown,marker_creature.nif,,NVDLC03EncCazadorRespawn [LVLC:0301429A],0,0,0,6,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
OldWorldBlues.esm|0001428C,OldWorldBlues.esm,0001428C,0301428C,OldWorldBlues.esm,NVDLC03CrSentryBotLvlRespawn,,,,unknown,marker_creature.nif,,NVDLC03EncSentryBotRespawn [LVLC:03014299],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001428B,OldWorldBlues.esm,0001428B,0301428B,TaleOfTwoWastelands.esm,NVDLC03CrSentryBot50Respawn,Sentry Bot Mk6,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBot [VTYP:00019FDB],NVDLC03CrSentryBot01Respawn [CREA:03014286],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001428A,OldWorldBlues.esm,0001428A,0301428A,TaleOfTwoWastelands.esm,NVDLC03CrSentryBot40Respawn,Sentry Bot Mk5,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBot [VTYP:00019FDB],NVDLC03CrSentryBot01Respawn [CREA:03014286],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014289,OldWorldBlues.esm,00014289,03014289,TaleOfTwoWastelands.esm,NVDLC03CrSentryBot30Respawn,Sentry Bot Mk4,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBot [VTYP:00019FDB],NVDLC03CrSentryBot01Respawn [CREA:03014286],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014288,OldWorldBlues.esm,00014288,03014288,TaleOfTwoWastelands.esm,NVDLC03CrSentryBot20Respawn,Sentry Bot Mk3,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBot [VTYP:00019FDB],NVDLC03CrSentryBot01Respawn [CREA:03014286],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014287,OldWorldBlues.esm,00014287,03014287,TaleOfTwoWastelands.esm,NVDLC03CrSentryBot10Respawn,Sentry Bot Mk2,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBot [VTYP:00019FDB],NVDLC03CrSentryBot01Respawn [CREA:03014286],0,2,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014286,OldWorldBlues.esm,00014286,03014286,TaleOfTwoWastelands.esm,NVDLC03CrSentryBot01Respawn,Sentry Bot Mk1,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBot [VTYP:00019FDB],,0,2,0,12,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014285,OldWorldBlues.esm,00014285,03014285,OldWorldBlues.esm,NVDLC03CrSecuritronMixedLvlRespawn,,,,unknown,,,NVDLC03EncSecuritronMixedRespawn [LVLC:03014298],0,0,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014283,OldWorldBlues.esm,00014283,03014283,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronDamaged50Respawn,Damaged Securitron Mk6,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03DamagedSecuritron [VTYP:03014601],NVDLC03CrSecuritronDamaged01Respawn [CREA:0301427E],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014282,OldWorldBlues.esm,00014282,03014282,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronDamaged40Respawn,Damaged Securitron Mk5,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03DamagedSecuritron [VTYP:03014601],NVDLC03CrSecuritronDamaged01Respawn [CREA:0301427E],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014281,OldWorldBlues.esm,00014281,03014281,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronDamaged30Respawn,Damaged Securitron Mk4,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03DamagedSecuritron [VTYP:03014601],NVDLC03CrSecuritronDamaged01Respawn [CREA:0301427E],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014280,OldWorldBlues.esm,00014280,03014280,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronDamaged20Respawn,Damaged Securitron Mk3,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03DamagedSecuritron [VTYP:03014601],NVDLC03CrSecuritronDamaged01Respawn [CREA:0301427E],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001427F,OldWorldBlues.esm,0001427F,0301427F,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronDamaged10Respawn,Damaged Securitron Mk2,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03DamagedSecuritron [VTYP:03014601],NVDLC03CrSecuritronDamaged01Respawn [CREA:0301427E],0,2,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001427E,OldWorldBlues.esm,0001427E,0301427E,YUPTTW.esm,NVDLC03CrSecuritronDamaged01Respawn,Damaged Securitron Mk1,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03DamagedSecuritron [VTYP:03014601],,0,2,0,11,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001427C,OldWorldBlues.esm,0001427C,0301427C,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronBerserk50Respawn,Berserk Securitron Mk6,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03BerserkSecuritron [VTYP:03014602],NVDLC03CrSecuritronBerserk01Respawn [CREA:03014277],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001427B,OldWorldBlues.esm,0001427B,0301427B,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronBerserk40Respawn,Berserk Securitron Mk5,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03BerserkSecuritron [VTYP:03014602],NVDLC03CrSecuritronBerserk01Respawn [CREA:03014277],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001427A,OldWorldBlues.esm,0001427A,0301427A,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronBerserk30Respawn,Berserk Securitron Mk4,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03BerserkSecuritron [VTYP:03014602],NVDLC03CrSecuritronBerserk01Respawn [CREA:03014277],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014279,OldWorldBlues.esm,00014279,03014279,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronBerserk20Respawn,Berserk Securitron Mk3,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03BerserkSecuritron [VTYP:03014602],NVDLC03CrSecuritronBerserk01Respawn [CREA:03014277],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014278,OldWorldBlues.esm,00014278,03014278,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronBerserk10Respawn,Berserk Securitron Mk2,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03BerserkSecuritron [VTYP:03014602],NVDLC03CrSecuritronBerserk01Respawn [CREA:03014277],0,2,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014277,OldWorldBlues.esm,00014277,03014277,YUPTTW.esm,NVDLC03CrSecuritronBerserk01Respawn,Berserk Securitron Mk1,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03BerserkSecuritron [VTYP:03014602],,0,2,0,11,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014275,OldWorldBlues.esm,00014275,03014275,TaleOfTwoWastelands.esm,NVDLC03CrRobobrain50Respawn,Robobrain Mk6,,,unknown,Creatures\Robobrain\skeleton.nif,RobotRoboBrain [VTYP:00019FDE],NVDLC03CrRobobrain01Respawn [CREA:03014270],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014274,OldWorldBlues.esm,00014274,03014274,TaleOfTwoWastelands.esm,NVDLC03CrRobobrain40Respawn,Robobrain Mk5,,,unknown,Creatures\Robobrain\skeleton.nif,RobotRoboBrain [VTYP:00019FDE],NVDLC03CrRobobrain01Respawn [CREA:03014270],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014273,OldWorldBlues.esm,00014273,03014273,TaleOfTwoWastelands.esm,NVDLC03CrRobobrain30Respawn,Robobrain Mk4,,,unknown,Creatures\Robobrain\skeleton.nif,RobotRoboBrain [VTYP:00019FDE],NVDLC03CrRobobrain01Respawn [CREA:03014270],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014272,OldWorldBlues.esm,00014272,03014272,TaleOfTwoWastelands.esm,NVDLC03CrRobobrain20Respawn,Robobrain Mk3,,,unknown,Creatures\Robobrain\skeleton.nif,RobotRoboBrain [VTYP:00019FDE],NVDLC03CrRobobrain01Respawn [CREA:03014270],0,3,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014271,OldWorldBlues.esm,00014271,03014271,TaleOfTwoWastelands.esm,NVDLC03CrRobobrain10Respawn,Robobrain Mk2,,,unknown,Creatures\Robobrain\skeleton.nif,RobotRoboBrain [VTYP:00019FDE],NVDLC03CrRobobrain01Respawn [CREA:03014270],0,2,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014270,OldWorldBlues.esm,00014270,03014270,TaleOfTwoWastelands.esm,NVDLC03CrRobobrain01Respawn,Robobrain Mk1,,,unknown,Creatures\Robobrain\skeleton.nif,RobotRoboBrain [VTYP:00019FDE],,0,2,0,11,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001426F,OldWorldBlues.esm,0001426F,0301426F,OldWorldBlues.esm,NVDLC03CrNightstalkerLvlRespawn,,,,unknown,,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03EncNightstalkerRespawn [LVLC:03014296],0,0,0,5,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
OldWorldBlues.esm|0001426E,OldWorldBlues.esm,0001426E,0301426E,TaleOfTwoWastelands.esm,NVDLC03CrNightstalker50Respawn,Nightstalker,,,unknown,creatures\NightStalker\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrNightstalker01 [CREA:03009D3C],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nightstalker
OldWorldBlues.esm|0001426D,OldWorldBlues.esm,0001426D,0301426D,TaleOfTwoWastelands.esm,NVDLC03CrNightstalker40Respawn,Nightstalker,,,unknown,creatures\NightStalker\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrNightstalker01Respawn [CREA:03014269],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nightstalker
OldWorldBlues.esm|0001426C,OldWorldBlues.esm,0001426C,0301426C,TaleOfTwoWastelands.esm,NVDLC03CrNightstalker30Respawn,Nightstalker,,,unknown,creatures\NightStalker\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrNightstalker01Respawn [CREA:03014269],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nightstalker
OldWorldBlues.esm|0001426B,OldWorldBlues.esm,0001426B,0301426B,TaleOfTwoWastelands.esm,NVDLC03CrNightstalker20Respawn,Nightstalker,,,unknown,creatures\NightStalker\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrNightstalker01Respawn [CREA:03014269],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nightstalker
OldWorldBlues.esm|0001426A,OldWorldBlues.esm,0001426A,0301426A,TaleOfTwoWastelands.esm,NVDLC03CrNightstalker10Respawn,Nightstalker,,,unknown,creatures\NightStalker\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrNightstalker01Respawn [CREA:03014269],0,2,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nightstalker
OldWorldBlues.esm|00014269,OldWorldBlues.esm,00014269,03014269,YUPTTW.esm,NVDLC03CrNightstalker01Respawn,Nightstalker,,,unknown,creatures\NightStalker\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,2,0,9,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,nightstalker
OldWorldBlues.esm|00014268,OldWorldBlues.esm,00014268,03014268,TaleOfTwoWastelands.esm,NVDLC03CrMisterGutsy40Respawn,Mister Gutsy Mk5,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsy [VTYP:00019FDD],NVDLC03CrMisterGutsy01Respawn [CREA:03014263],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014267,OldWorldBlues.esm,00014267,03014267,TaleOfTwoWastelands.esm,NVDLC03CrMisterGutsy50Respawn,Mister Gutsy Mk6,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsy [VTYP:00019FDD],NVDLC03CrMisterGutsy01Respawn [CREA:03014263],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014266,OldWorldBlues.esm,00014266,03014266,TaleOfTwoWastelands.esm,NVDLC03CrMisterGutsy30Respawn,Mister Gutsy Mk4,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsy [VTYP:00019FDD],NVDLC03CrMisterGutsy01Respawn [CREA:03014263],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014265,OldWorldBlues.esm,00014265,03014265,TaleOfTwoWastelands.esm,NVDLC03CrMisterGutsy20Respawn,Mister Gutsy Mk3,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsy [VTYP:00019FDD],NVDLC03CrMisterGutsy01Respawn [CREA:03014263],0,3,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014264,OldWorldBlues.esm,00014264,03014264,TaleOfTwoWastelands.esm,NVDLC03CrMisterGutsy10Respawn,Mister Gutsy Mk2,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsy [VTYP:00019FDD],NVDLC03CrMisterGutsy01Respawn [CREA:03014263],0,2,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014263,OldWorldBlues.esm,00014263,03014263,TaleOfTwoWastelands.esm,NVDLC03CrMisterGutsy01Respawn,Mister Gutsy Mk1,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsy [VTYP:00019FDD],,0,2,0,12,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014262,OldWorldBlues.esm,00014262,03014262,OldWorldBlues.esm,NVDLC03CrCazador50Respawn,Cazador,,,unknown,creatures\NVCazadores\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrCazador01Respawn [CREA:0301425D],0,3,0,3,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,cazador
OldWorldBlues.esm|00014261,OldWorldBlues.esm,00014261,03014261,OldWorldBlues.esm,NVDLC03CrCazador40Respawn,Cazador,,,unknown,creatures\NVCazadores\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrCazador01Respawn [CREA:0301425D],0,3,0,3,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,cazador
OldWorldBlues.esm|00014260,OldWorldBlues.esm,00014260,03014260,OldWorldBlues.esm,NVDLC03CrCazador30Respawn,Cazador,,,unknown,creatures\NVCazadores\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrCazador01Respawn [CREA:0301425D],0,3,0,3,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,cazador
OldWorldBlues.esm|0001425F,OldWorldBlues.esm,0001425F,0301425F,OldWorldBlues.esm,NVDLC03CrCazador20Respawn,Cazador,,,unknown,creatures\NVCazadores\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrCazador01Respawn [CREA:0301425D],0,3,0,3,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,cazador
OldWorldBlues.esm|0001425E,OldWorldBlues.esm,0001425E,0301425E,OldWorldBlues.esm,NVDLC03CrCazador10Respawn,Cazador,,,unknown,creatures\NVCazadores\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrCazador01Respawn [CREA:0301425D],0,2,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,cazador
OldWorldBlues.esm|0001425D,OldWorldBlues.esm,0001425D,0301425D,YUPTTW.esm,NVDLC03CrCazador01Respawn,Cazador,,,unknown,creatures\NVCazadores\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,2,0,7,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,cazador
OldWorldBlues.esm|00014245,OldWorldBlues.esm,00014245,03014245,OldWorldBlues.esm,NVDLC03CrRoboScorpionLvlB,,,,unknown,,,NVDLC03EncRoboScorpionB [LVLC:030136E1],0,0,0,19,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014240,OldWorldBlues.esm,00014240,03014240,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronBoss,010011110110111001100101,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03BerserkSecuritron [VTYP:03014602],NVDLC03CrSecuritronBerserk01 [CREA:030098BA],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|000141FC,OldWorldBlues.esm,000141FC,030141FC,TaleOfTwoWastelands.esm,NVDLC03X42Protectron,Protectron Target Drone,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],,0,0,0,12,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014188,OldWorldBlues.esm,00014188,03014188,TaleOfTwoWastelands.esm,NVDLC03CrSporePlant01Respawn,Spore Plant,,,unknown,creatures\NVSporePlant\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,2,0,13,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,spore_plant
OldWorldBlues.esm|00014187,OldWorldBlues.esm,00014187,03014187,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronMixedLvl,,,,unknown,marker_creature.nif,,NVDLC03EncSecuritronMixed [LVLC:03014189],0,0,0,6,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014186,OldWorldBlues.esm,00014186,03014186,OldWorldBlues.esm,NVDLC03CrSecuritronDamagedLvl,,,,unknown,,NVDLC03BerserkSecuritron [VTYP:03014602],NVDLC03EncSecuritronDamaged [LVLC:0301418B],0,0,62,62,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014185,OldWorldBlues.esm,00014185,03014185,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronDamaged50,Damaged Securitron Mk6,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03DamagedSecuritron [VTYP:03014601],NVDLC03CrSecuritronDamaged01 [CREA:03014180],0,6,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014184,OldWorldBlues.esm,00014184,03014184,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronDamaged40,Damaged Securitron Mk5,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03DamagedSecuritron [VTYP:03014601],NVDLC03CrSecuritronDamaged01 [CREA:03014180],0,6,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014183,OldWorldBlues.esm,00014183,03014183,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronDamaged30,Damaged Securitron Mk4,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03DamagedSecuritron [VTYP:03014601],NVDLC03CrSecuritronDamaged01 [CREA:03014180],0,6,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014182,OldWorldBlues.esm,00014182,03014182,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronDamaged20,Damaged Securitron Mk3,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03DamagedSecuritron [VTYP:03014601],NVDLC03CrSecuritronDamaged01 [CREA:03014180],0,6,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014181,OldWorldBlues.esm,00014181,03014181,TaleOfTwoWastelands.esm,NVDLC03CrSecuritronDamaged10,Damaged Securitron Mk2,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03DamagedSecuritron [VTYP:03014601],NVDLC03CrSecuritronDamaged01 [CREA:03014180],0,4,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|00014180,OldWorldBlues.esm,00014180,03014180,YUPTTW.esm,NVDLC03CrSecuritronDamaged01,Damaged Securitron Mk1,,,unknown,creatures\NVSecuritron\Skeleton.nif,NVDLC03DamagedSecuritron [VTYP:03014601],,0,4,0,12,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
OldWorldBlues.esm|0001417E,OldWorldBlues.esm,0001417E,0301417E,TaleOfTwoWastelands.esm,NVDLC03CrSporePlant50Respawn,Spore Plant,,,unknown,creatures\NVSporePlant\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrSporePlant01Respawn [CREA:03014188],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,spore_plant
OldWorldBlues.esm|0001417D,OldWorldBlues.esm,0001417D,0301417D,TaleOfTwoWastelands.esm,NVDLC03CrSporePlant40Respawn,Spore Plant,,,unknown,creatures\NVSporePlant\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],NVDLC03CrSporePlant01Respawn [CREA:03014188],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,spore_plant
