npc_name,worldknowledge_tags
scribe_ibsen,"community:hidden_valley,faction:brotherhood_of_steel,person:scribe_ibsen,place:hidden_valley,race:human,region:mojave"
senior_knight_lorenzo,"community:hidden_valley,domain:technology,faction:brotherhood_of_steel,person:senior_knight_lorenzo,place:hidden_valley,race:human,region:mojave"
senior_scribe_schuler,"community:hidden_valley,domain:medicine,domain:technology,faction:brotherhood_of_steel,person:senior_scribe_schuler,place:hidden_valley,race:human,region:mojave,role:medic"
sergeant_andrews,"domain:military,domain:survival,faction:caesars_legion,faction:ncr,person:sergeant_andrews,race:human,region:mojave,role:military,role:survivalist"
sergeant_bitter-root,"community:camp_mccarran,domain:survival,faction:great_khans,faction:ncr,person:sergeant_bitter_root,place:camp_mccarran,race:human,region:mojave,role:survivalist"
sergeant_cooper,"faction:ncr,person:sergeant_cooper,race:human,region:mojave,role:leader"
sergeant_daniel_contreras,"community:camp_mccarran,faction:ncr,person:sergeant_daniel_contreras,place:camp_mccarran,race:human,region:mojave"
sergeant_kilborn,"domain:firearms,domain:military,domain:survival,faction:ncr,person:sergeant_kilborn,region:mojave,role:military,role:soldier,role:survivalist"
sergeant_mccredie,"faction:ncr,person:sergeant_mccredie,race:human,region:mojave,role:leader"
sergeant_mcgee,"community:primm,domain:military,faction:ncr,person:sergeant_mcgee,place:primm,race:human,region:mojave,role:leader,role:military,role:soldier"
sergio,"community:freeside,faction:the_kings,person:sergio,place:freeside,race:human,region:mojave"
shadis,"community:big_mt,person:shadis,place:big_mt,region:mojave,role:soldier"
sharecropper,"domain:survival,faction:ncr,person:sharecropper,race:human,region:mojave,role:survivalist"
sheriff_mcbain,"community:primm,domain:firearms,domain:survival,person:sheriff_mcbain,place:primm,race:human,region:mojave,role:survivalist"
silus,"community:camp_mccarran,faction:caesars_legion,faction:ncr,person:silus,place:camp_mccarran,race:human,region:mojave"
silver_rush_crier,"community:freeside,domain:energy_weapons,person:silver_rush_crier,place:freeside,race:human,region:mojave"
simon,"community:freeside,domain:energy_weapons,person:simon,place:freeside,race:human,region:mojave,role:soldier"
sink,"community:big_mt,person:sink,place:big_mt,region:mojave"
sink_auto-doc,"community:big_mt,domain:medicine,person:sink_auto_doc,place:big_mt,region:mojave,role:medic"
sink_central_intelligence_unit,"community:big_mt,person:sink_central_intelligence_unit,place:big_mt,region:mojave,role:merchant"
siri,"domain:medicine,person:siri,race:human,role:medic,role:merchant"
slave__fnv_category_fallout_new_vegas_human_characters,"faction:caesars_legion,person:slave,race:human,region:mojave,role:soldier"
snuffles,"person:snuffles,region:mojave"
sparks,"community:big_mt,domain:robotics,person:sparks,place:big_mt,race:robot,region:mojave"
squatter,"community:freeside,domain:survival,faction:ncr,person:squatter,place:freeside,race:human,region:mojave,role:survivalist"
squatter_bill,"domain:survival,person:squatter_bill,race:human,role:survivalist"
stacey__vms49stacey,"community:freeside,domain:survival,person:stacey,place:freeside,race:human,region:mojave,role:survivalist"
stella,"community:zion_canyon,domain:firearms,domain:xenotechnology,person:stella,place:zion_canyon,race:human,region:mojave,role:caravaner,role:raider,role:soldier"
strange_man,"domain:survival,faction:caesars_legion,person:strange_man,race:human,region:mojave,role:survivalist"
street_vendor,"community:new_vegas,person:street_vendor,place:new_vegas,race:human,region:mojave,role:merchant"
stripe,"community:big_mt,person:stripe,place:big_mt,race:dog,region:mojave,role:soldier"
sunny_smiles,"community:goodsprings,domain:survival,domain:wildlife,person:sunny_smiles,place:goodsprings,race:human,region:mojave,role:hunter,role:soldier,role:survivalist"
super-ego,"community:big_mt,domain:robotics,person:super_ego,place:big_mt,race:robot,region:mojave,role:soldier"
swank,"community:new_vegas_strip,faction:chairmen,person:swank,place:new_vegas_strip,race:human,region:mojave"
sweetie,"community:westside,person:sweetie,place:westside,race:human,region:mojave"
tabitha,"community:jacobstown,person:tabitha,place:jacobstown,race:nightkin,region:mojave,role:leader"
tapper,"community:freeside,faction:the_kings,person:tapper,place:freeside,race:human,region:mojave,role:merchant,role:soldier"
tech_sergeant_reyes,"community:camp_mccarran,faction:ncr,person:tech_sergeant_reyes,place:camp_mccarran,race:human,region:mojave"
ted__fnv_category_fallout_new_vegas_human_characters,"faction:ncr,person:ted,race:human,region:mojave"
ted_gunderson,"community:new_vegas,domain:firearms,domain:survival,person:ted_gunderson,place:new_vegas,race:human,region:mojave,role:survivalist"
the_courier+s_brain,"community:big_mt,person:the_courier_s_brain,place:big_mt,race:human,region:mojave,role:courier"
the_custodian,"community:big_mt,person:the_custodian,place:big_mt,race:robot,region:mojave"
the_forecaster,"community:new_vegas,domain:survival,person:the_forecaster,place:new_vegas,race:human,region:mojave,role:survivalist"
the_king,"community:freeside,faction:the_kings,person:the_king,place:freeside,race:human,region:mojave,role:leader"
the_lonesome_drifter,"domain:survival,person:the_lonesome_drifter,race:human,region:mojave,role:survivalist"
the_tops_bartender,"person:the_tops_bartender,race:human,region:mojave"
the_tops_cashier,"community:new_vegas,person:the_tops_cashier,place:new_vegas,race:human,region:mojave"
the_tops_floor_manager,"person:the_tops_floor_manager,race:human"
thomas_hildern,"community:camp_mccarran,domain:politics,person:thomas_hildern,place:camp_mccarran,race:human,region:mojave"
thorn_guard,"community:westside,person:thorn_guard,place:westside,race:human,region:mojave,role:raider,role:soldier"
thug_north_vegas_square,"domain:survival,person:thug_north_vegas_square,race:human,region:mojave,role:survivalist"
thug_primm,"community:primm,domain:military,domain:survival,faction:ncr,person:thug_primm,place:primm,race:human,region:mojave,role:military,role:survivalist"
toaster,"community:big_mt,person:toaster,place:big_mt,region:mojave"
todd,"community:hoover_dam,domain:military,domain:technology,faction:brotherhood_of_steel,faction:ncr,person:todd,place:hoover_dam,race:human,region:mojave,role:military"
tom_anderson,"community:westside,domain:agriculture,person:tom_anderson,place:westside,race:human,region:mojave"
tom_dooley,"community:freeside,person:tom_dooley,place:freeside,race:human,region:mojave,role:merchant"
tomas,"domain:firearms,domain:survival,person:tomas,race:human,region:mojave,role:survivalist"
tommy_torini,"community:new_vegas,faction:chairmen,person:tommy_torini,place:new_vegas,race:human,region:mojave"
tops_promoter,"person:tops_promoter,race:human"
trash,"domain:survival,person:trash,race:human,role:survivalist"
traveler,"community:new_vegas,domain:survival,faction:ncr,person:traveler,place:new_vegas,race:human,region:mojave,role:survivalist"
traveling_merchant,"domain:survival,person:traveling_merchant,race:human,region:mojave,role:merchant,role:survivalist"
trent_bascom,"domain:agriculture,domain:survival,faction:ncr,person:trent_bascom,race:human,region:mojave,role:survivalist"
troike,"community:new_vegas,domain:firearms,person:troike,place:new_vegas,race:human,region:mojave"
trudy,"community:goodsprings,person:trudy,place:goodsprings,race:human,region:mojave,role:leader"
two-bears-high-fiving,"community:zion_canyon,domain:survival,person:two_bears_high_fiving,place:zion_canyon,race:human,region:mojave,role:soldier,role:survivalist,role:tribal"
ultra-luxe_cashier,"community:new_vegas,faction:white_glove_society,person:ultra_luxe_cashier,place:new_vegas,race:human,region:mojave"
ultra-luxe_floor_manager,"community:new_vegas,faction:white_glove_society,person:ultra_luxe_floor_manager,place:new_vegas,race:human,region:mojave"
ulysses,"community:hoover_dam,domain:survival,person:ulysses,place:hoover_dam,region:mojave,role:courier,role:survivalist"
vagrant,"community:freeside,domain:survival,person:vagrant,place:freeside,race:human,region:mojave,role:survivalist"
van_graff_thug,"community:freeside,domain:energy_weapons,person:van_graff_thug,place:freeside,race:human,region:mojave,role:soldier"
vault_11_survivor,"domain:firearms,domain:survival,person:vault_11_survivor,race:human,role:survivalist"
vault_34_dweller__vvault34aaf_cf_am,"domain:survival,person:vault_34_dweller,race:human,role:survivalist"
vault_34_dweller__vvault34aaf_cf_am_2,"domain:survival,person:vault_34_dweller,race:human,role:survivalist"
vault_34_dweller__vvault34aaf_cf_am_3,"domain:survival,person:vault_34_dweller,race:human,role:survivalist"
vault_3_fiend_guard,"faction:fiends,person:vault_3_fiend_guard,race:human,region:mojave,role:soldier"
vendortron,"community:freeside,domain:firearms,person:vendortron,place:freeside,race:robot,region:mojave,role:merchant"
verl,"community:goodsprings,domain:survival,person:verl,place:goodsprings,region:mojave,role:survivalist"
veronica_santangelo,"domain:engineering,domain:technology,faction:brotherhood_of_steel,person:veronica_santangelo,race:human,region:mojave,role:engineer"
vertibird_pilot,"domain:military,person:vertibird_pilot,race:human,region:mojave,role:military"
veteran_decanus,"faction:caesars_legion,person:veteran_decanus,region:mojave,role:leader"
veteran_decanus_hoover_dam,"community:hoover_dam,person:veteran_decanus_hoover_dam,place:hoover_dam,race:human,region:mojave"
veteran_legionary,"community:hoover_dam,domain:firearms,domain:military,domain:survival,faction:caesars_legion,person:veteran_legionary,place:hoover_dam,region:mojave,role:military,role:soldier,role:survivalist"
victor__gsvictordisabled,"community:goodsprings,person:victor,place:goodsprings,race:robot,region:mojave,role:courier"
victor__victor,"community:goodsprings,person:victor,place:goodsprings,race:robot,region:mojave,role:courier"
vikki_and_vance_cashier,"community:primm,person:vikki_and_vance_cashier,place:primm,race:human,region:mojave"
vikki_and_vance_dealer,"community:primm,person:vikki_and_vance_dealer,place:primm,race:human,region:mojave"
vikki_and_vance_floor_manager,"community:primm,person:vikki_and_vance_floor_manager,place:primm,race:human,region:mojave"
violet,"person:violet,race:human,role:leader"
violetta,"person:violetta,race:dog,role:soldier"
viper_gunslinger,"community:novac,domain:firearms,domain:survival,person:viper_gunslinger,place:novac,race:human,region:mojave,role:raider,role:survivalist"
viper_leader,"domain:firearms,domain:survival,person:viper_leader,race:human,region:mojave,role:leader,role:raider,role:survivalist"
vulpes_inculta__fortvulpesinculta,"community:new_vegas,person:vulpes_inculta,place:new_vegas,race:human,region:mojave,role:leader"
vulpes_inculta__vlegionaryvulpesinculta,"community:new_vegas,person:vulpes_inculta,place:new_vegas,region:mojave,role:leader"
vulpes_inculta__vvulpesincultastrip,"community:new_vegas,faction:caesars_legion,person:vulpes_inculta,place:new_vegas,race:human,region:mojave,role:leader"
waking_cloud,"community:zion_canyon,domain:medicine,person:waking_cloud,place:zion_canyon,race:human,region:mojave,role:medic"
walter_phebus,"community:new_vegas_strip,domain:survival,person:walter_phebus,place:new_vegas_strip,race:human,region:mojave,role:survivalist"
warren_jacobs,"domain:firearms,faction:ncr,person:warren_jacobs,race:human,region:mojave,role:leader"
wasteland_adventurer,"community:goodsprings,domain:survival,person:wasteland_adventurer,place:goodsprings,race:human,region:mojave,role:hunter,role:merchant,role:survivalist"
wastelander__fnv_category_fallout_new_vegas_human_characters,"domain:survival,person:wastelander,race:human,region:mojave,role:survivalist"
wayne,"community:freeside,faction:ncr,person:wayne,place:freeside,race:human,region:mojave"
weather_station_guard,"person:weather_station_guard,race:human,region:mojave,role:soldier"
westside_resident,"community:westside,domain:survival,domain:trade,person:westside_resident,place:westside,race:human,region:mojave,role:survivalist"
whiskey_snakes_jr,"community:goodsprings,domain:survival,person:whiskey_snakes_jr,place:goodsprings,race:human,region:mojave,role:survivalist"
white_bird,"community:zion_canyon,domain:medicine,person:white_bird,place:zion_canyon,region:mojave,role:medic,role:tribal"
white_glove,"community:new_vegas,domain:survival,person:white_glove,place:new_vegas,race:human,region:mojave,role:soldier,role:survivalist"
white_glove_bartender,"community:new_vegas_strip,faction:white_glove_society,person:white_glove_bartender,place:new_vegas_strip,race:human,region:mojave"
white_glove_bouncer,"community:new_vegas_strip,faction:white_glove_society,person:white_glove_bouncer,place:new_vegas_strip,race:human,region:mojave"
white_glove_greeter,"community:new_vegas,faction:white_glove_society,person:white_glove_greeter,place:new_vegas,race:human,region:mojave"
willis,"faction:ncr,person:willis,race:human,region:mojave,role:soldier"
yes_man__l38yesman,"community:new_vegas,domain:military,person:yes_man,place:new_vegas,race:robot,region:mojave,role:military"
yes_man__vhdyesman,"community:goodsprings,person:yes_man,place:goodsprings,race:robot,region:mojave"
yes_man__vmqtopsyesman,"community:new_vegas_strip,person:yes_man,place:new_vegas_strip,race:robot,region:mojave"
yvette,"community:new_vegas,domain:trade,person:yvette,place:new_vegas,race:human,region:mojave,role:leader"
zoara_bouncer,"community:new_vegas,person:zoara_bouncer,place:new_vegas,race:human,region:mojave"
a_wanderer,"domain:survival,person:a_wanderer,race:human,region:capital_wasteland,role:survivalist"
abraham_washington,"community:rivet_city,domain:history,person:abraham_washington,place:rivet_city,race:human,region:capital_wasteland"
adan,"community:the_pitt,person:adan,place:the_pitt,region:capital_wasteland"
agatha,"domain:history,domain:trade,person:agatha,race:human,region:capital_wasteland,role:caravaner"
ahzrukhal,"community:underworld,person:ahzrukhal,place:underworld,race:ghoul,region:capital_wasteland"
alan,"community:paradise_falls,domain:survival,person:alan,place:paradise_falls,race:human,region:capital_wasteland,role:soldier,role:survivalist"
alejandra_torres,"domain:history,person:alejandra_torres,race:human,role:historian"
alex_dargon,"community:rivet_city,domain:agriculture,person:alex_dargon,place:rivet_city,race:human,region:capital_wasteland"
alien_captain,"community:mothership_zeta,domain:xenotechnology,person:alien_captain,place:mothership_zeta,region:capital_wasteland,role:leader"
allen_mack,"community:vault_101,domain:survival,person:allen_mack,place:vault_101,race:human,region:capital_wasteland,role:leader,role:survivalist"
allistair_tenpenny,"community:tenpenny_tower,person:allistair_tenpenny,place:tenpenny_tower,race:human,region:capital_wasteland"
amata__amata,"community:vault_101,person:amata,place:vault_101,race:human,region:capital_wasteland,role:leader"
amata__cg02amata,"community:vault_101,person:amata,place:vault_101,race:human,region:capital_wasteland,role:leader"
amata__cg03amata,"community:vault_101,person:amata,place:vault_101,race:human,region:capital_wasteland,role:leader"
amata__cg04amata,"community:vault_101,person:amata,place:vault_101,race:human,region:capital_wasteland,role:leader"
american_war_correspondent,"person:american_war_correspondent,race:human"
andy__amata,"community:vault_101,domain:medicine,person:andy,place:vault_101,race:robot,region:capital_wasteland,role:medic"
andy__cg02andy,"community:vault_101,domain:medicine,person:andy,place:vault_101,race:robot,region:capital_wasteland,role:medic"
andy_stahl,"community:megaton,person:andy_stahl,place:megaton,race:human,region:capital_wasteland"
angela_staley,"community:rivet_city,person:angela_staley,place:rivet_city,race:human,region:capital_wasteland"
anna_holt,"community:rivet_city,faction:enclave,person:anna_holt,place:rivet_city,race:human,region:capital_wasteland,role:scientist"
ant_researcher,"person:ant_researcher,race:human,role:researcher"
antagonizer,"community:canterbury_commons,domain:survival,person:antagonizer,place:canterbury_commons,race:human,region:capital_wasteland,role:survivalist"
anthony_ling,"community:tenpenny_tower,person:anthony_ling,place:tenpenny_tower,race:human,region:capital_wasteland,role:merchant"
arkansas,"community:paradise_falls,person:arkansas,place:paradise_falls,race:human,region:capital_wasteland"
armitage,"community:rivet_city,person:armitage,place:rivet_city,race:human,region:capital_wasteland,role:soldier"
armory_master,"domain:engineering,person:armory_master,race:human,role:engineer"
ashur,"community:the_pitt,domain:military,faction:brotherhood_of_steel,person:ashur,place:the_pitt,region:capital_wasteland,role:leader,role:military,role:raider"
atom+s_champion,"person:atom_s_champion,race:ghoul"
badger,"community:underworld,domain:survival,person:badger,place:underworld,race:ghoul,region:capital_wasteland,role:leader,role:survivalist"
bannon,"community:rivet_city,domain:politics,person:bannon,place:rivet_city,race:human,region:capital_wasteland,role:merchant"
barrett,"person:barrett,race:ghoul,role:soldier"
beatrice_armstrong__cg02beatrice,"community:vault_101,person:beatrice_armstrong,place:vault_101,race:human,region:capital_wasteland"
beatrice_armstrong__ms16beatrice,"community:vault_101,person:beatrice_armstrong,place:vault_101,race:human,region:capital_wasteland"
belle_bonny,"community:rivet_city,person:belle_bonny,place:rivet_city,race:human,region:capital_wasteland"
ben_canning,"person:ben_canning,region:capital_wasteland"
bessie_lynn,"community:tenpenny_tower,domain:trade,person:bessie_lynn,place:tenpenny_tower,race:ghoul,region:capital_wasteland,role:merchant"
beth,"community:the_pitt,domain:survival,person:beth,place:the_pitt,race:human,region:capital_wasteland,role:survivalist"
bill_foster,"domain:engineering,person:bill_foster,race:human,role:engineer"
bill_seward,"domain:survival,person:bill_seward,race:human,role:survivalist"
bill_wilson,"domain:survival,person:bill_wilson,race:human,role:survivalist"
billy,"community:the_pitt,domain:survival,person:billy,place:the_pitt,race:human,region:capital_wasteland,role:survivalist"
billy_creel,"community:megaton,domain:firearms,domain:survival,domain:trade,person:billy_creel,place:megaton,race:human,region:capital_wasteland,role:caravaner,role:soldier,role:survivalist"
billy_dunwich_building,"domain:explosives,domain:survival,person:billy_dunwich_building,race:human,role:survivalist"
billy_mcshady,"community:the_pitt,domain:survival,domain:trade,person:billy_mcshady,place:the_pitt,race:human,region:capital_wasteland,role:survivalist"
bingo,"community:the_pitt,person:bingo,place:the_pitt,race:human,region:capital_wasteland,role:raider"
bittercup,"community:big_town,person:bittercup,place:big_town,race:human,region:capital_wasteland"
biwwy,"community:little_lamplight,person:biwwy,place:little_lamplight,region:capital_wasteland"
bleak,"community:paradise_falls,person:bleak,place:paradise_falls,race:human,region:capital_wasteland"
bloomseer_poplar,"domain:medicine,person:bloomseer_poplar,race:human,role:medic"
bob__bob,"domain:firearms,domain:military,person:bob,race:human,role:military"
bob__fo3_oasis,"person:bob,race:human,region:mojave"
bob_andersteen,"domain:survival,person:bob_andersteen,race:human,region:capital_wasteland,role:survivalist"
bone,"community:the_pitt,person:bone,place:the_pitt,race:human,region:capital_wasteland,role:raider,role:soldier"
brailee_ewers,"person:brailee_ewers,race:human"
branchtender_cypress,"domain:survival,person:branchtender_cypress,race:human,region:capital_wasteland,role:soldier,role:survivalist"
branchtender_linden,"domain:history,domain:survival,faction:brotherhood_outcasts,person:branchtender_linden,race:human,region:capital_wasteland,role:soldier,role:survivalist"
branchtender_maple,"person:branchtender_maple,race:human,role:soldier"
brand,"community:the_pitt,domain:survival,person:brand,place:the_pitt,race:human,region:capital_wasteland,role:raider,role:survivalist"
breadbox,"community:paradise_falls,domain:survival,person:breadbox,place:paradise_falls,race:human,region:capital_wasteland,role:survivalist"
brianna,"domain:survival,person:brianna,race:human,region:capital_wasteland,role:survivalist"
brick,"domain:firearms,faction:reillys_rangers,person:brick,race:human"
brock,"community:rivet_city,person:brock,place:rivet_city,region:capital_wasteland"
bronson,"community:paradise_falls,domain:medicine,person:bronson,place:paradise_falls,race:human,region:capital_wasteland,role:medic"
brother_gerard,"community:megaton,person:brother_gerard,place:megaton,race:human,region:capital_wasteland"
brotherhood_of_steel_gnr_commander,"faction:brotherhood_of_steel,person:brotherhood_of_steel_gnr_commander,race:human"
brotherhood_outcast,"domain:robotics,domain:technology,faction:brotherhood_outcasts,person:brotherhood_outcast,race:human,region:capital_wasteland,role:soldier"
bryan_wilks,"community:rivet_city,domain:survival,person:bryan_wilks,place:rivet_city,race:human,region:capital_wasteland,role:survivalist"
bumble,"community:little_lamplight,domain:firearms,person:bumble,place:little_lamplight,race:human,region:capital_wasteland"
butch__butch,"community:vault_101,faction:tunnel_snakes,person:butch,place:vault_101,race:human,region:capital_wasteland,role:leader"
butch__cg02butch,"community:vault_101,faction:tunnel_snakes,person:butch,place:vault_101,race:human,region:capital_wasteland,role:leader"
butch__cg03butch,"community:vault_101,faction:tunnel_snakes,person:butch,place:vault_101,race:human,region:capital_wasteland,role:leader"
butch__cg04butch,"community:vault_101,faction:tunnel_snakes,person:butch,place:vault_101,race:human,region:capital_wasteland,role:leader"
butcher,"domain:medicine,faction:reillys_rangers,person:butcher,race:human,role:leader,role:medic"
caleb_smith,"domain:firearms,domain:survival,person:caleb_smith,region:capital_wasteland,role:survivalist"
candace_keller,"person:candace_keller,race:human"
caravan_guard,"community:canterbury_commons,domain:trade,person:caravan_guard,place:canterbury_commons,race:human,region:capital_wasteland,role:caravaner,role:soldier"
caravan_trader,"community:canterbury_commons,domain:trade,person:caravan_trader,place:canterbury_commons,race:human,region:capital_wasteland,role:caravaner"
carl,"community:underworld,domain:medicine,person:carl,place:underworld,race:ghoul,region:capital_wasteland,role:medic"
carl_wallace,"person:carl_wallace,race:human"
carlos,"community:rivet_city,domain:survival,person:carlos,place:rivet_city,race:human,region:capital_wasteland,role:survivalist"
carol,"community:underworld,person:carol,place:underworld,race:ghoul,region:capital_wasteland"
carolina_red,"community:paradise_falls,domain:survival,person:carolina_red,place:paradise_falls,race:human,region:capital_wasteland,role:survivalist"
carter__carter,"community:paradise_falls,domain:survival,person:carter,place:paradise_falls,race:human,region:capital_wasteland,role:survivalist"
catherine__cg00mom,"domain:survival,person:catherine,race:human,role:scientist,role:survivalist"
catherine__dlc04catherine,"community:point_lookout,domain:survival,person:catherine,place:point_lookout,race:human,region:capital_wasteland,role:survivalist"
centre_dubois,"person:centre_dubois,race:human,region:capital_wasteland,role:raider"
cerberus,"community:underworld,person:cerberus,place:underworld,race:robot,region:capital_wasteland,role:soldier"
charon,"community:underworld,person:charon,place:underworld,race:ghoul,region:capital_wasteland,role:soldier"
cherry,"community:rivet_city,domain:survival,person:cherry,place:rivet_city,race:human,region:capital_wasteland,role:survivalist"
chief_gustavo,"community:tenpenny_tower,domain:firearms,person:chief_gustavo,place:tenpenny_tower,race:human,region:capital_wasteland,role:leader"
child,"community:canterbury_commons,person:child,place:canterbury_commons,race:human,region:capital_wasteland"
child_of_atom,"community:megaton,domain:survival,person:child_of_atom,place:megaton,race:human,region:capital_wasteland,role:survivalist"
child_slaver,"community:paradise_falls,person:child_slaver,place:paradise_falls,race:human,region:capital_wasteland"
chinese_commando,"domain:firearms,person:chinese_commando,race:human,role:soldier"
chip_taylor,"community:vault_101,person:chip_taylor,place:vault_101,race:human,region:capital_wasteland"
christie_young,"community:rivet_city,person:christie_young,place:rivet_city,race:human,region:capital_wasteland"
christine_kendall__cg03christinekendall,"community:vault_101,person:christine_kendall,place:vault_101,region:capital_wasteland"
christine_kendall__christinekendall,"community:vault_101,person:christine_kendall,place:vault_101,race:human,region:capital_wasteland"
cindy_cantelli,"community:rivet_city,domain:trade,person:cindy_cantelli,place:rivet_city,race:human,region:capital_wasteland"
cj_young,"community:rivet_city,person:cj_young,place:rivet_city,race:human,region:capital_wasteland"
clover,"community:paradise_falls,person:clover,place:paradise_falls,race:human,region:capital_wasteland,role:soldier"
colin_moriarty,"community:megaton,person:colin_moriarty,place:megaton,race:human,region:capital_wasteland,role:merchant"
colonel_autumn,"domain:military,domain:politics,faction:enclave,person:colonel_autumn,race:human,region:mojave,role:military"
colonel_hartigan,"community:mothership_zeta,domain:military,domain:survival,person:colonel_hartigan,place:mothership_zeta,race:human,region:capital_wasteland,role:military,role:survivalist"
commander_jabsco,"faction:talon_company,person:commander_jabsco,race:human,region:capital_wasteland"
confessor_cromwell,"community:megaton,person:confessor_cromwell,place:megaton,race:human,region:capital_wasteland,role:leader"
connelly,"domain:survival,person:connelly,race:ghoul,role:survivalist"
corporal_rheems,"community:mothership_zeta,domain:medicine,domain:military,domain:survival,person:corporal_rheems,place:mothership_zeta,race:human,region:capital_wasteland,role:medic,role:military,role:survivalist"
corporal_spurlock,"community:mothership_zeta,domain:medicine,person:corporal_spurlock,place:mothership_zeta,race:human,region:capital_wasteland,role:medic"
crazy_wolfgang,"community:canterbury_commons,domain:survival,domain:trade,person:crazy_wolfgang,place:canterbury_commons,race:human,region:capital_wasteland,role:caravaner,role:merchant,role:survivalist"
crimson,"community:paradise_falls,domain:survival,person:crimson,place:paradise_falls,race:human,region:capital_wasteland,role:survivalist"
croatoa,"community:point_lookout,person:croatoa,place:point_lookout,race:human,region:capital_wasteland,role:tribal"
crow,"community:megaton,domain:trade,person:crow,place:megaton,race:human,region:capital_wasteland,role:caravaner,role:merchant"
daniel_agincourt,"community:rivet_city,domain:engineering,domain:firearms,person:daniel_agincourt,place:rivet_city,race:human,region:capital_wasteland,role:engineer"
daniel_littlehorn,"person:daniel_littlehorn,race:human,role:leader"
dave,"domain:politics,person:dave,race:human,region:capital_wasteland,role:leader"
davis_west,"community:megaton,domain:survival,person:davis_west,place:megaton,race:human,region:capital_wasteland,role:survivalist"
dead_branchtender,"person:dead_branchtender,race:human,role:soldier"
dead_chinese_commando,"domain:military,person:dead_chinese_commando,race:human,region:capital_wasteland,role:military"
dead_pilot,"community:point_lookout,domain:firearms,domain:military,domain:survival,person:dead_pilot,place:point_lookout,race:human,region:capital_wasteland,role:military,role:survivalist"
dead_regulator,"domain:firearms,person:dead_regulator,race:human,region:capital_wasteland,role:hunter"
dead_settler,"domain:survival,person:dead_settler,race:human,region:capital_wasteland,role:survivalist"
dead_slave,"community:paradise_falls,domain:survival,person:dead_slave,place:paradise_falls,race:human,region:capital_wasteland,role:survivalist"
dead_us_paratrooper,"domain:military,person:dead_us_paratrooper,race:human,role:military"
defender_morgan,"faction:brotherhood_outcasts,person:defender_morgan,race:human,role:raider,role:soldier"
defender_morrill,"domain:engineering,faction:brotherhood_outcasts,person:defender_morrill,race:human,role:engineer,role:soldier"
defender_rockfowl,"faction:brotherhood_outcasts,person:defender_rockfowl,race:human"
defender_sibley,"domain:technology,faction:brotherhood_outcasts,person:defender_sibley,race:human,role:leader"
deputy_steel,"community:megaton,person:deputy_steel,place:megaton,race:robot,region:capital_wasteland,role:soldier"
deputy_weld,"community:megaton,person:deputy_weld,place:megaton,race:robot,region:capital_wasteland"
derek_pacion,"community:canterbury_commons,domain:trade,person:derek_pacion,place:canterbury_commons,race:human,region:capital_wasteland"
desmond_lockheart,"community:point_lookout,domain:survival,person:desmond_lockheart,place:point_lookout,race:ghoul,region:capital_wasteland,role:survivalist"
diego,"community:rivet_city,person:diego,place:rivet_city,race:human,region:capital_wasteland"
doc_church,"community:megaton,domain:medicine,domain:survival,person:doc_church,place:megaton,race:human,region:capital_wasteland,role:doctor,role:medic,role:merchant,role:survivalist"
doc_cutter,"community:paradise_falls,domain:medicine,person:doc_cutter,place:paradise_falls,race:human,region:capital_wasteland,role:doctor,role:medic,role:merchant"
doc_hoff,"community:canterbury_commons,domain:medicine,domain:survival,person:doc_hoff,place:canterbury_commons,race:human,region:capital_wasteland,role:caravaner,role:medic,role:merchant,role:survivalist"
doctor_adami,"domain:medicine,domain:military,person:doctor_adami,role:medic,role:military"
doctor_banfield,"community:tenpenny_tower,domain:medicine,person:doctor_banfield,place:tenpenny_tower,race:human,region:capital_wasteland,role:medic"
doctor_barrows,"community:underworld,domain:medicine,person:doctor_barrows,place:underworld,race:ghoul,region:capital_wasteland,role:doctor,role:leader,role:medic"
doctor_lesko,"domain:chemistry,domain:engineering,person:doctor_lesko,race:human,role:engineer,role:researcher"
doctor_li,"community:rivet_city,domain:agriculture,domain:engineering,domain:medicine,person:doctor_li,place:rivet_city,race:human,region:capital_wasteland,role:engineer,role:medic,role:scientist"
doctor_preston,"community:rivet_city,domain:medicine,person:doctor_preston,place:rivet_city,race:human,region:capital_wasteland,role:medic"
dogmeat,"person:dogmeat,race:dog,region:capital_wasteland,role:soldier"
dogmeat+s_owner,"domain:survival,person:dogmeat_s_owner,race:human,region:capital_wasteland,role:survivalist"
dominic_d+ellsadro,"community:canterbury_commons,person:dominic_d_ellsadro,place:canterbury_commons,race:human,region:capital_wasteland,role:leader,role:soldier"
donovan,"domain:engineering,faction:reillys_rangers,person:donovan,race:human,region:capital_wasteland,role:engineer"
dr_zimmer,"community:rivet_city,domain:technology,person:dr_zimmer,place:rivet_city,race:human,region:capital_wasteland,role:scientist"
drifter,"domain:survival,person:drifter,race:human,region:capital_wasteland,role:hunter,role:survivalist"
duke__dlc01duke,"community:the_pitt,domain:history,domain:politics,person:duke,place:the_pitt,race:human,region:capital_wasteland,role:raider"
dukov,"domain:survival,person:dukov,race:human,role:survivalist"
dunbar,"domain:survival,person:dunbar,race:ghoul,role:survivalist"
dusty,"community:big_town,domain:firearms,person:dusty,place:big_town,race:human,region:capital_wasteland"
eclair,"community:little_lamplight,person:eclair,place:little_lamplight,race:human,region:capital_wasteland"
