topic,topic_desc,knowledge_class,topic_desc_basic,knowledge_class_basic,tags,category
hidden_valley_bunker,,,"The Hidden Valley Bunker is a location in the Mojave Wasteland situated southeast of Sloan, serving as the home of the Brotherhood of Steel. It is protected by a pre-War DERVISH camouflage system that cloaks the bunkers and makes automated targeting impossible. The facility is divided into two main levels containing personnel quarters, an armory, a medical bay, a workshop, and virtual reality chambers surrounding the main reactor. The bunker is led by Elder McNamara and Head Paladin Hardin, with scribes and knights occupying the archives and machine shop on the second floor.",,,location
higgs_village,,,"Higgs Village is a location within the Big MT research facility that consists of a warehouse containing six houses arranged around a central fountain. Each house is numbered and formerly belonged to one of the Think Tank scientists, including Doctor 0, Doctor Klein, Doctor Mobius, Doctor Borous, Doctor Dala, and Doctor 8. The layout strongly resembles Tranquility Lane, suggesting it was used for some form of experiment or testing by the pre-War researchers. The residences contain various personal effects of the scientists, such as Doctor Borous's dog house for his dog Gabe and Doctor Dala's abundance of teddy bears.",,,location
"hoover_dam,Old World Wall",,,"Hoover Dam, often called the Old World Wall, is a massive hydroelectric dam on the Colorado River that survived the Great War in almost untouched condition thanks to Mr. House's defense systems. After centuries of abandonment, the New California Republic occupied the structure in 2274 and later signed the Treaty of New Vegas, securing 95 percent of its power output while guaranteeing the sovereignty of New Vegas. In 2277, Caesar's Legion attempted to seize the dam but was defeated by NCR forces during the First Battle of Hoover Dam.",,,location
jacobstown,,,"Jacobstown is a pre-War resort on Mount Charleston northwest of New Vegas, now serving as a super mutant settlement founded by Marcus, the former sheriff of Broken Hills. Marcus left Black Mountain with a splinter group of super mutants and renamed the resort after an old friend, intending to build a peaceful community open to all so long as they remain nonviolent. The settlement is home to super mutants, nightkin led by Keene, and a sizable bighorner population that provides food and trade goods. Doctor Henry and Calamity are working on a cure for the mental illness afflicting the nightkin, though progress is slow and the nightkin grow restless.",,,location
king_s_school_of_impersonation,,,"The King's School of Impersonation is a three-story building in Freeside at the intersection of Fremont Street and Las Vegas Boulevard, serving as the headquarters of the Kings gang and their leader, known simply as The King. Before the Great War, the business operated as an impersonation school, and the gang members continue this tradition by emulating the original ""king"" while ruling as the predominant power in Freeside. The building features a reception area, a theater with a stage where gang members perform for The King, and multiple floors of bedrooms, recreation rooms, and storage areas. A chalkboard on the third floor bears a ""King Impersonation Checklist"" with instructions to move hips, say ""uh huh,"" say ""momma,"" and prepare peanut butter and banana sandwiches.",,,location
"lucky_38,Lucky 38 Resort and Casino",,,"The Lucky 38 Resort and Casino is the most prominent structure on the New Vegas Strip, serving as both a pre-War relic and a symbol of Mr. House's vision for Las Vegas. Before the Great War, Mr. House extensively modified the building with long-range laser cannons to intercept nuclear warheads and constructed a concealed chamber to serve as his life support system.",,,location
"lucky_38_presidential_suite,High Roller Suite",,,"The Lucky 38 Presidential Suite, also referred to as the High Roller Suite by Victor, is a luxurious accommodation located within the Lucky 38 casino in New Vegas. The suite features a master bedroom, a guest room, a kitchen, a bathroom, and a recreation room. It serves as a clubhouse for companions, who can be dismissed to this location and will engage in various activities such as wandering, sitting, sleeping, drinking, eating, and interacting with one another. The recreation room houses a pool table, a television, and the Snow Globe Stand, while the kitchen contains a long table, two ovens, and a refrigerator.",,,location
mick_ralph_s,,,"Mick & Ralph's is an active consumable and gun shop located in the Freeside slum area of New Vegas, just northeast of the east gate. The business is operated by two colleagues, with Mick selling weapons and Ralph handling consumables and special services. They provide fine quality trinkets to discerning customers while serving the local riff-raff low-grade armaments from the seedier side of Freeside. The building's sign originally only read Ralph's, with the Mick & portion added by the duo after the Great War when they began using the building.",,,location
mojave_outpost,,,"NCR Ranger Outpost Mojave, commonly called Mojave Outpost, sits near the California-Nevada state line along Interstate 15 and serves as the gateway to the Mojave Wasteland for caravans traveling from the New California Republic's core lands. Established in 2249, it functions as a military hub and administrative command center for operations in the southwestern Mojave, with soldiers acting as border guards to protect trade routes. The outpost is marked by the Unification Monument, commemorating the 2271 Ranger Unification Treaty that merged the Desert Rangers of Nevada with the NCR Rangers against the threat of Caesar's Legion. By 2281, the outpost struggles with reduced patrols and backed-up caravans following the NCRCF prison break, leaving anxious soldiers worried that if Legion forces push past Nipton, the outpost itself could become the frontline.",,,location
mojave_wasteland,,,"The Mojave Wasteland, synonymous with the pre-War Mojave Desert, spans portions of California, Nevada, and Arizona. Thanks to intricate defense systems established by Mr. House, the region survived the Great War relatively unscathed, leaving much of its infrastructure and technology intact. By 2281, the region is locked in a delicate balance of power between the expanding New California Republic, the encroaching forces of Caesar's Legion, and the independent Free Economic Zone of New Vegas.",,,location
"ncr_correctional_facility,NCRCF",,,"The NCR Correctional Facility, also known as the NCRCF, is a former prison southeast of Goodsprings that was operated by the New California Republic as a labor camp where inmates maintained the regional railways. Originally the Jean Conservancy, a low-security all-female prison, the facility fell to a prisoner uprising organized by an inmate named Samuel Cooke, who stockpiled blast powder and makeshift weapons. Following the breakout, many of the escaped convicts, who came to be known as Powder Gangers, scattered across the surrounding wasteland while the remainder stayed behind under the leadership of a man named Eddie. The facility is watched with interest by the Brotherhood of Steel, which keeps scouts posted nearby.",,,location
ncr_sharecropper_farms,,,"The NCR Sharecropper Farms are an agricultural settlement located directly south of Freeside's East Gate in the Mojave Wasteland. Established under the Thaler Act, private farmers cultivate the land for the New California Republic in exchange for military protection, housing, food, and water, with a portion of the crop yield going to NCR military locations such as Camp McCarran and Hoover Dam. Irrigation water is pumped from Lake Mead through a pipe system, with the Office of Science and Industry at Camp McCarran pre-calculating optimal water usage for each crop. A military unit is stationed on-site at all times to deter theft.",,,location
"nellis_air_force_base,Nellis homeland",,,"Nellis Air Force Base, also known as the Nellis homeland, is a heavily fortified location northeast of New Vegas in the Mojave Wasteland. Once the United States Air Force Warfare Center, the base was struck by nuclear weapons during the Great War and left highly radioactive and abandoned for decades. The Boomers, a group that originally inhabited Vault 34, eventually settled there and made it their home, using the base's remaining defenses and their own heavy arms to keep strangers away. The base is largely self-sufficient, with irrigated crops, solar power, a biodiesel refinery, and medical and educational facilities, while the Boomers train in virtual reality stations in hopes of one day returning to the skies.",,,location
nelson,,,"Nelson is a settlement in the Mojave Wasteland, located southwest of Camp Forlorn Hope and east of Novac. Originally occupied by the New California Republic as a strategic military camp between Camp Forlorn Hope and Camp Searchlight, it was attacked and captured by Caesar's Legion under Decanus Dead Sea shortly after the NCR occupation. The town has remained under Legion control, with Dead Sea executing captured NCR troopers to demoralize surrounding forces and launching raids against Camp Forlorn Hope.",,,location
new_vegas,,,"New Vegas, built on the remains of pre-War Las Vegas in the Mojave Desert, is managed by the reclusive Mr. House and his army of Securitron robots. Having predicted the Great War, House defended the city with laser cannons and disarm codes, sparing the main city from nuclear devastation before falling into a coma for decades. Upon waking, he rebuilt the New Vegas Strip with the help of recruited tribals known as the Three Families, completing renovations in 2274 just before NCR forces entered the region, leading to the Treaty of New Vegas that granted him sovereignty over the Strip.",,,location
new_vegas_strip,,,"The New Vegas Strip is the rebuilt heart of New Vegas, restored by Robert House with the help of Securitrons and the Three Families in 2274 before NCR forces entered the region. The Treaty of New Vegas granted House sovereignty over the Strip while allowing NCR soldiers and civilians to visit its casinos and establishments, with the NCR forbidden from annexing it by force due to the Legion threat. Powered by electricity from Hoover Dam, the Strip features several reopened pre-War establishments and serves as a major draw for tourism, with NCR citizens described by House as a society of customers desperate for comfort and luxury. Entrance to the Strip is guarded by Securitrons who require visitors to demonstrate sufficient wealth or possess a New Vegas Passport.",,,location
nipton,,,"Nipton is a small town in the southern Mojave Wasteland, located near the Nevada-California state line and transected by railroad tracks. Before the Great War, the town was known for hosting a lottery that offered a jackpot worth millions of dollars. After the war, Nipton was led by Mayor Joseph B. Steyn, who attempted to maintain peace between NCR soldiers and Powder Gangers by inviting each group at different times of day.",,,location
novac,,,"Novac is an independent town along Highway 95 in the Mojave Wasteland, named after the broken motel sign at its entrance. Before the Great War, it was a small roadside stopover featuring the Dinky the Dinosaur novelty attraction and the World's 2nd Largest Thermometer, catering to travelers heading to the nearby REPCONN Test Site. After the war, settlers reclaimed the motel and surrounding area, establishing a modest community sustained by salvage from the REPCONN site and trade along the highway. The town is guarded by two NCR Army veterans, Craig Boone and Manny Vargas, who use the Dinky the T-Rex statue as a sniper's nest, while retired Ranger Andy also contributes to its defense.",,,location
"primm,budget Vegas,the other New Vegas",,,"Primm, sometimes called ""budget Vegas"" or ""the other New Vegas,"" is an independent settlement in the Mojave Wasteland located alongside Interstate 15 in Clark County, Nevada. Before the Great War, it was a small resort town featuring attractions like the Vikki and Vance Casino and the Bison Steve Casino and Hotel. As the New California Republic expanded into the Mojave, it became a promising trade town until a recent breakout of prisoners from the NCR Correctional Facility put an end to commerce. The escaped convicts, known as Powder Gangers, took over the center of town, forcing the residents to seek refuge in the Vikki and Vance Casino while the NCR's 5th Battalion watches from afar, lacking the numbers to reclaim the strategic location.",,,location
puesta_del_sol,,,"Puesta del Sol is a district of the Villa surrounding the Sierra Madre, divided into northern and southern sections. Its construction crews frequently clashed with the casino construction crews, and the district's development lagged behind that of its sister district, Salida del Sol, as if the effort had simply run out of steam and money. Much of the ground level is choked by the toxic red Cloud, though a ventilation system in the Puesta del Sol Switching Station can clear much of it. The area is infested with Ghost People and littered with bear traps, radios, and speakers that can detonate collars or summon further threats.",,,location
repconn_headquarters,,,"REPCONN Headquarters in Henderson, Nevada, served as the home office of REPCONN Aerospace, formally known as the Rocket Engineering and Production Company of Nevada, a firm specializing in rocket manufacture. RobCo Industries acquired the company and overhauled the building with heightened security measures, including automatic facial recognition monitors, badge scanners, security locks, and heavily armed sentry bots, to support classified research operations. Employees were required to wear identification badges at all times, and the third floor was restricted to executives who needed a daily password for access. The facility was the site of a plasma rifle project that produced the Q-35 Matter Modulator, the first working prototype of its kind.",,,location
ranger_station_charlie,,,"Ranger Station Charlie is a New California Republic Rangers stronghold in the central Mojave Wasteland, converted from the pre-War Shady Pines trailer park. Located southwest of Novac along a railroad track, the station provides the rangers with a safehouse and helps establish territorial control over the southeastern sector of the Mojave, a role that became especially important after the fall of Camp Searchlight. The trailers have been piled up to create a makeshift fortress, with the communications center and barracks set up in the old trailer park office building. The commanding officer is Ranger Beaumont, but he and most of his command are typically out on patrol, leaving Comm Officer Stepinac to watch over the encampment.",,,location
salida_del_sol,,,"Salida del Sol is the eastern section of the Villa surrounding the Sierra Madre, originally built to house a church and the homes of many casino staff before the Great War. The district is divided into northern and southern halves, both heavily littered with traps and mines often hidden within the toxic Cloud. It is infested with a large number of Ghost People, and navigation is complicated by blocked gates, locked doors, and the ever-present haze. The Salida Switching Station sits in the southwest corner and contains a terminal capable of restoring power to the ventilation system to clear the Cloud from the area.",,,location
sierra_madre,,,"The Sierra Madre is a legendary pre-War casino resort and adjoining villa designed by Frederick Sinclair as both a luxurious retreat and a shelter from nuclear holocaust, where guests could reverse their fortunes and begin again. Surrounded by a poisonous Cloud born of experimental technologies supplied by Big MT, the isolated location has lured countless prospectors through a mysterious radio broadcast advertising its Gala Event, though none have returned. The resort was designed for total self-sufficiency, with unique vending machines providing all necessities to inhabitants cut off from the outside world, while a small but well-equipped human security force guarded the grounds alongside holographic defenders.",,,location
silver_rush,,,"The Silver Rush is a location in Freeside on Fremont Street, opposite the Atomic Wrangler Casino. Established in 2071, it originally rivaled the Atomic Wrangler as a casino before the Van Graff family killed its former occupants and took over. When the Kings protested, the Van Graffs reduced several of their members to goo, and the two groups have left each other alone ever since. Now the largest retailer of energy weapons in the Mojave Wasteland, the Silver Rush is headed by Gloria Van Graff and Jean-Baptiste Cutting, after Frieda Van Graff departed to pursue personal interests.",,,location
sunset_sarsaparilla_headquarters,,,"The Sunset Sarsaparilla Headquarters was the pre-War corporate office and bottling center for the Sunset Sarsaparilla Company in Las Vegas. Located northwest of the El Rey Motel and west of the NCR Sharecropper Farms, it is one of the largest buildings in the area and features a distinctive entrance shaped like a giant bottle. The facility housed corporate offices, a regional bottling and distribution center, and a staff of security protectrons and maintenance robots. A cowboy robot named Festus stands near the entrance, where he promotes a promotional contest involving Sunset Sarsaparilla Star Bottle Caps.",,,location
the_divide,,,"The Divide is a stretch of devastated land in the northwestern Mojave Wasteland near the California-Nevada border, once home to the pre-war towns of Hopeville and Ashton. Both communities were built above an extensive network of nuclear missile silos managed by the Commonwealth Defense Administration, situated in a geologically unstable region where earthquakes were common. After the Great War, the settlements grew into a thriving community connected to the outside world by a courier who regularly traveled the supply road, and the name Divide referred to this route from the west into the Mojave rather than to the land itself. Before the first Battle of Hoover Dam, a package delivered by a courier contained a detonator that activated the underground warheads, triggering a massive earthquake that ripped the land open and unleashed constant dust storms, killing or maiming soldiers from both the NCR and Caesar's Legion and turning them into skinless Marked Men healed by radiation.",,,location
the_fort,,,"Fortification Hill, commonly known as The Fort, is the primary base of Caesar's Legion situated on the east bank of the Colorado River. Established in 2277, it serves as the staging ground where Caesar and his Praetorian Guards prepare for a second assault on the NCR at Hoover Dam. The camp is built above Mr. House's secret bunker, which is concealed within a pre-existing weather monitoring station.",,,location
the_sink,,,"The Sink is a facility located at the top of the Big MT dome in the Big Mountain research center. Originally owned by Doctor Mobius, it served as a testbed for several personality subroutines embedded in its appliances and fixtures. Mobius removed the personality chips, disabling many of the various functions of its modules, and after a heated argument with Mobius, Doctor Klein took the chips and tossed them off the Sink's balcony. Various staff members working in Big Mountain later recovered the chips and stored them in different areas of the facility.",,,location
"the_tops,Tops Hotel and Casino",,,"The Tops Hotel and Casino is a mainstay of the New Vegas Strip, restored to its pre-War glory by Mr. House and the Chairmen. Formerly the Boot Riders tribe, the Chairmen adopted a stylish, classic Vegas persona to run the establishment, offering gambling, food, and entertainment. The casino's legendary Aces Theater, managed by Tommy Torini, constantly attracts fresh talent from across the wasteland.",,,location
"ultra_luxe,Ultra-Luxe Las Vegas Resort",,,"The Ultra-Luxe Las Vegas Resort is a luxurious pre-War casino and resort located on the New Vegas Strip. It is operated by the White Glove Society, one of the Three Families recruited by Mr. House to manage the Strip's casinos. The society's members are known for being well-dressed and well-spoken, maintaining an air of high class.",,,location
vault_11,,,"Vault 11 is an abandoned Vault-Tec installation in the Mojave Wasteland, situated west of Boulder City and southwest of the 188 Trading Post. Its social experiment required dwellers to sacrifice one member annually or face total extermination by the vault mainframe, making the position of overseer synonymous with death. Over time, political factions called voting blocs formed to influence the selection process, including the Justice Bloc, Human Dignity Bloc, Divine Will Bloc, Allied Service Workers Bloc, United Vault Technicians Bloc, and Utilitarian Bloc, with the Coalition of Vault 11 Voting Blocs providing oversight. Corruption festered as bloc leaders manipulated elections through bribery, drug trafficking, and coercion, culminating in violence after Overseer Katherine Stone dissolved the election process in Overseer Order 745.",,,location
vault_19,,,"Vault 19 is a Vault-Tec installation in the Mojave Wasteland, concealed beneath a sewer grate in an abandoned parking lot along Nevada 159 northeast of Goodsprings. The vault's experiment divided inhabitants into red and blue sectors under two separate overseers, inducing paranoia through subliminal messaging, unusual drafts, and blinking light patterns while each faction blamed the other for mounting malfunctions and psychosis. By the time escaped convicts from the NCR Correctional Facility discovered it, the original population was gone entirely. Samuel Cooke, founder of the Powder Gangers, now occupies the vault with his own followers, though his men are not considered part of that faction.",,,location
vault_21,,,"Vault 21 is a Vault-Tec vault located in downtown Las Vegas that was successfully converted into a hotel and casino. Its original social experiment required perfect equality among its inhabitants, with a symmetrical layout and all conflicts resolved through games of chance. After Mr. House contacted the vault dwellers with an offer to join the resurrection of New Vegas, a lengthy game of Blackjack determined that the vault would open to the outside world.",,,location
vault_22,,,"Vault 22 is a Vault-Tec installation in the Mojave Wasteland, located east of Jacobstown and west of the Thorn. Before the Great War, it was populated by scientists dedicated to agricultural research, developing advanced fertilizers and pest control agents like the Beauveria Mordicana fungus. After the war, the fungus became airborne and infected the vault's population, turning them into Spore Carriers. In 2096, a group of infected survivors known as the Coughers arrived in Zion Canyon, where they were wiped out by Randall Clark.",,,location
vault_3,,,"Vault 3 is a control Vault in the South Vegas Ruins of the Mojave Wasteland, built by Vault-Tec without an experiment. Its original dwellers opened the Vault after a water leak in the 23rd century and traded with outsiders, but the Fiends exploited their naivety, killed them, and claimed the Vault as a fortress and drug den. The Fiends, led by Motor-Runner, use Vault 3 as a base to threaten southwestern New Vegas and harass the NCR Army at Camp McCarran. The Vault remains largely intact, with some flooding in the lower levels.",,,location
vault_34,,,"Vault 34 is a Vault-Tec installation located southwest of Nellis Air Force Base in the Mojave Wasteland. As part of its social experiment, the vault was overstocked with weapons and ammunition while recreational facilities took priority over living space, leading to severe overcrowding. This tension eventually sparked a riot where a group of residents broke out and settled at Nellis, later becoming known as the Boomers. The remaining inhabitants attempted to overthrow their overseer, damaging the reactor and trapping themselves inside as radiation leaked throughout the vault.",,,location
villa,,,"The Villa is the private city of the Sierra Madre, built by Frederick Sinclair for his guests, employees, and workers. To save money for the casino, the town was poorly constructed using unstable materials, leading to numerous accidents among the construction crews. By 2281, the Villa remains a desolate, ruined town blanketed by a toxic Cloud, with its crumbling infrastructure split into four districts: Medical, Puesta del Sol, Residential, and Salida del Sol. At its center sits a fountain with a holographic projector that displays a hologram of Vera Keyes, surrounded by maze-like streets designed to prevent cars from circulating.",,,location
westside,,,"Westside is an impoverished settlement in Outer Vegas, consisting of a cooperative of crop farmers and a militia that protects the residents. The co-op is run by Clayton Etienne and sells food to travelers and larger factions, with proceeds shared among its members. Tom Anderson, a fringe operator of the Followers of the Apocalypse and former OSI operator, taught the residents how to farm, and after several years the co-op began to turn a profit despite the hot, dry environment. The NCR's arrival in the Mojave brought the Thaler Act and NCR control of water distribution, resulting in a water shortage for Westside that threatened its independence.",,,location
x_13_research_facility,,,"The X-13 Research Facility is a location on the westernmost border of Big MT, formerly housing REPCONN Aerospace offices before the Great War. The facility is best known as the development site for the Stealth Suit Mk II, with its three component pieces scattered across separate laboratories. Below the main level lies a nightstalker test area connecting to sewage tunnels and a strange still used to brew Battle Brew. The central section contains a two-level stealth testing lab where researchers observed the prototype suit's performance from metal walkways above a test track.",,,location
zion_canyon,,,"Zion Canyon, formerly the site of Zion National Park, is a region in Utah north of the Mojave Wasteland that was largely spared from the devastation of the Great War. In the years following the war, a survivor named Randall Clark took refuge in the canyon's caves and secretly watched over a group of children who had arrived in the area, becoming known to them as ""the Father in the Cave."" These children grew into the Sorrows, a peaceful tribe that reveres the canyon's pre-War structures as taboo and avoids venturing into the caves. The canyon is also home to the Dead Horses tribe and has recently become a point of conflict, as the aggressive White Legs tribe threatens the region's inhabitants, drawing the attention of New Canaanite missionaries Daniel and Joshua Graham, who have vowed to protect the local tribes.",,,location
mysterious_stranger,,,"The Mysterious Stranger is an enigmatic figure who wanders the wasteland in a trench coat and hat, armed with a .44 Magnum, appearing briefly to lend a helping hand in battles before vanishing without a trace. Originally clad in black and appearing as either female or male, he is now consistently depicted as a middle-aged man. A short guitar riff signals his arrival and departure. In the Commonwealth, detective Nick Valentine has taken an interest in investigating him, keeping a log of everything he knows about the Stranger in his office.",,,person
abraham_washington,,,"Abraham Washington is the owner and curator of the Capitol Preservation Society in Rivet City, dedicated to preserving American historical artifacts. He greatly admires Abraham Lincoln and actively seeks out travelers to recover important historical items for his collection. His name is a portmanteau of two United States presidents, Abraham Lincoln and George Washington. Despite his passion for history, his understanding of historical events is notably inaccurate, such as his belief that the Declaration of Independence was signed at Fort McHarry after Paul Revere sang the National Anthem and then sent to England by plane.",,,person
"allistair_tenpenny,Tenpenny",,,"Allistair Tenpenny is the owner of Tenpenny Tower, a settlement he found and restored in the Capital Wasteland. Originally a British refugee, he takes great pride in the magnificence of his tower and its tenants. He spends most of his days alone in his penthouse suite, preferring to have his meals delivered rather than dining at his reserved table in the Café Beau Monde. Tenpenny occasionally holds what he calls a Wasteland safari on his balcony, shooting at random targets in the surrounding wasteland with his sniper rifle.",,,person
"amata,Amata Almodovar",,,"Amata Almodovar is the only child of Overseer Alphonse Almodovar and a lifelong resident of Vault 101. Her mother died when she was two years old, a loss she shares in common with her childhood friend, the Lone Wanderer, whose own mother also passed away. Growing up, Amata developed a strong desire to see Vault 101's people return to the surface and frequently tried to persuade her father that life outside the vault was worth pursuing. Despite her love for him, she felt frustrated by his overprotective nature, particularly his insistence on being present during her medical examinations, which prevented any meaningful doctor-patient confidentiality.",,,person
"ashur,Ishmael Ashur,Lord of the Pitt",,,"Ishmael Ashur, also known as the Lord of the Pitt, is the leader of The Pitt, a sprawling industrial settlement built from the ruins of pre-war Pittsburgh. He was originally a member of the Brotherhood of Steel contingent that traveled to the Capital Wasteland under Paladin Lyons. During the Scourge, a Brotherhood operation that swept through the city to eliminate hostile gangs, raiders, and slavers, Ashur was buried in rubble and presumed dead. He survived and went on to establish himself as ruler of the Pitt, restarting its steel mills and rebuilding industry through the use of slave labor.",,,person
bittercup,,,"Bittercup is a gloomy young woman living in Big Town, a settlement where former Little Lamplight children relocate when they come of age. She works as the settlement's night patrol, spending her days sleeping and her nights watching the perimeter. Known for her dark clothing and morbid poetry, she has a fatalistic outlook, believing the town's residents are doomed to become mutant food. Her romantic history in Big Town is turbulent: she dumped Pappy after discovering his promises of safety were false, was briefly involved with Flash before he left her, and claims to have had a relationship with Timebomb, though he has no memory of it.",,,person
"bloomseer_poplar,Poplar",,,"Bloomseer Poplar is the soothsayer of Oasis, a secluded settlement in the Capital Wasteland. Her father was a healer, and she learned about the medicinal properties of trees and plants from books he possessed. After searching for a decade, she became the third person to arrive in Oasis fifteen years ago. As a Bloomseer, she possesses precognitive abilities and considers herself bound equally to the words of both Leaf Mother Laurel and Tree Father Birch, taking no side in their disagreements.",,,person
brailee_ewers,,,"Brailee Ewers is a resident of the settlement of Arefu, where she lives with her overprotective and verbally abusive husband, Ken Ewers. Her isolation from the rest of the community worsened when a group called the Family began targeting Arefu, resulting in the murder of the settlement's brahmin and a lockdown that confined her with her husband for an extended period. The prolonged isolation and a diet consisting only of prepackaged food left Brailee disassociated, causing her to retreat into an elaborate fantasy life. In this fantasy, she lives in a cozy pre-War village with green yards, a begonia garden, a homeowners association, and friendly neighbors like the Wests, and she often waits for a mailman to deliver her fall catalog.",,,person
"butch_deloria,Butch",,,"Butch DeLoria is a lifelong resident of Vault 101 and the self-styled leader of the Tunnel Snakes, a small gang he formed with his friends Wally Mack and Paul Hannon Jr. He grew up with an alcohol-addicted mother named Ellen and has a reputation as a bully, harassing classmates like Amata and tormenting the Lone Wanderer even at their tenth birthday party. When he took the G.O.A.T. exam, he was assigned the future job of hairdresser, a result that clashed with his tough-guy aspirations.",,,person
charon,,,"Charon is a ghoul bouncer at The Ninth Circle and a guard for the Underworld settlement in the Capital Wasteland. In his youth, he was brainwashed by an unusual group, leaving him bound by honor to obey whoever holds his employment contract. His current contract holder is Ahzrukhal, a ghoul bartender whom Charon privately despises as an evil bastard, though he refuses to speak to anyone and directs them to Ahzrukhal. Alongside the robot Cerberus, Charon defends the Underworld against raiders and slavers, and he is said to never sleep.",,,person
chief_gustavo,,,"Chief Gustavo serves as the security chief of Tenpenny Tower, where he can typically be found guarding the entrance or resting in the lobby. He holds a strong prejudice against ghouls, firmly believing that the radiation slowly eats away their brains and causes them to turn feral. Gustavo advocates for killing ghouls before they can become a threat, viewing it as a mercy to them and a safety measure for everyone else. He is fiercely loyal to the tower and its proprietor, Allistair Tenpenny.",,,person
"clover,Shamrock",,,"Clover is a slave serving as a prostitute for Eulogy Jones at Paradise Falls, having been caught and pressed into slavery by him a few months before 2277. She shares her forced servitude with another slave named Crimson, and the two frequently bicker with one another when Eulogy is not present. Eulogy verbally abuses both women and considers Clover to be one of the craziest girls he has ever encountered, claiming she becomes fiercely devoted to whoever holds her leash. She is known by the alias Shamrock in some contexts.",,,person
"colin_moriarty,Moriarty",,,"Colin Moriarty is a resident of Megaton and the owner of Moriarty's Saloon. He arrived in the area as a child and, after his father was killed by raiders when he was fourteen, used his inheritance to help construct a fence around Megaton. Many townspeople hold low opinions of him, with Manya Vargas calling him ""the scum of the Earth"" and Lucas Simms warning people not to trust him. Moriarty keeps tabs on residents and visitors on his personal terminal, believing that ""information is a commodity,"" and is widely considered to have his ""fingers in everything"" in Megaton.",,,person
"colonel_autumn,Colonel Augustus Autumn,Augustus Autumn",,,"Colonel Augustus Autumn is the commanding officer of the Enclave contingent operating in the Capital Wasteland, raised on Control Station ENCLAVE and the son of a high-ranking Enclave scientist who was ordered to relocate key personnel to the Raven Rock facility. Autumn succeeded his father in the chain of command and is the only human permitted to enter President John Henry Eden's control room, making him one of the few aware that Eden is actually a ZAX supercomputer. He considers the Enclave the legitimate continuation of the United States government and is dedicated to preserving its initiatives, branding those who oppose him as traitors. Autumn's vision for securing power in the region conflicts with President Eden's more extreme methods, leading him to circumvent Eden's orders and secretly secure the emergency destruct code for Eden's console.",,,person
"confessor_cromwell,Cromwell",,,"Confessor Cromwell is the leader of the Children of Atom in Megaton, preaching beside the unexploded bomb at the town's center. He settled in Megaton in his youth and was fostered in the ways of Atom by his predecessor, eventually becoming a valued member of the community. He is married to Mother Maya, his counterpart in the church, and together they treat the ghoul Gob with respect due to their religious beliefs. Known as a prophet of Atom and the father of the undying Glow, Cromwell preaches that each atom contains an entire universe and urges others to embrace Atom's Glow.",,,person
derek_pacion,,,"Derek Pacion is a quiet and morose child residing in Canterbury Commons with his uncle, Ernest Roe, also known as Uncle Roe. Born to two caravan traders who were killed in separate raider attacks, Derek works as a general assistant for the town, performing odd jobs like shoveling Brahmin pens. He spends his free time reading Hubris Comics and harboring a mutual crush on a local resident named Machete. Derek is responsible for encouraging the town's mechanic, Scott Willinski, to become the superhero known as the Mechanist to fight back against the AntAgonizer, viewing their battles as the only exciting thing that happens in town.",,,person
"desmond_lockheart,Desmond",,,"Desmond Lockheart is a pre-War Ghoul living in Calvert Mansion in Point Lookout. Born roughly 250 years ago, he has a longstanding rivalry with Professor Calvert and his family, and his interference is the reason Calvert lost his body and exists only as a brain in a tank. Desmond owns two dogs named Freki and Geri, which he calls his pups. He is unusual among ghouls for having a full head of styled hair along with facial hair.",,,person
"doctor_lesko,Doctor Weston Lesko,Weston Lesko,Lesko",,,"Doctor Weston Lesko is a scientist living in Grayditch in 2277. He has been conducting experiments using the Forced Evolutionary Virus to reduce the size of a nearby ant population, but inadvertently caused the ants to mutate and gain the ability to spray fire, a phenomenon he has dubbed ""Pyrosis."" Lesko can be found deep underground in the Marigold Station, where he has set up a laboratory outside an ant hatchery.",,,person
dogmeat,,,"Dogmeat is a clever and loyal dog found roaming the Capital Wasteland, known as a skilled scavenger and fierce fighter with good teeth and strong claws. His previous owner was killed by raiders near the Capital Wasteland scrapyard, where Dogmeat can be found fighting off the very raiders responsible. He may also be encountered battling super mutants at the Mall. Dogmeat is known to growl when enemies are nearby and can be used to fetch supplies such as ammunition, chems, food, and weapons, though he sometimes wanders off for long periods while searching.",,,person
"dominic_d_ellsadro,Dom",,,"Dominic D'Ellsadro, commonly called Dom, is a retired mercenary who serves as a guard and enforcer for the settlement of Canterbury Commons. After spending his mercenary career operating around the town, he chose it as a place to settle down, appreciating how Uncle Roe runs things and stepping in to handle disputes when peaceful words fail. He patrols Canterbury Commons during the day and shares a home with Machete, whom he lives with. Dom once considered Scott Wollinski a very good friend, and he takes pride in having dealt with the town's thief problem so thoroughly that there are none left to bury in unmarked graves.",,,person
"doctor_zimmer,Dr. Zimmer",,,"Dr. Zimmer is the director of the Institute's Synth Retention Bureau, the organization responsible for tracking down and reclaiming escaped synths. In 2277, he traveled from the Commonwealth to the Capital Wasteland in search of a missing android, bringing along his own android bodyguard named Armitage. He established himself at Rivet City's science lab, where he sought the assistance of Dr. Madison Li, though she refused to speak with him directly due to his abrasive interruptions. Zimmer remains at the lab, insisting that Li abandon what he dismisses as trivial work in favor of what he considers real science.",,,person
